instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,miscalc,quarter
2029,2011-03-30,2,0,3,9,0,3,1,2,13.120000000000001,15.453,45.0,15.001299999999999,7,147,154,0,q1
2030,2011-03-30,2,0,3,10,0,3,1,2,13.940000000000001,16.228199999999998,46.0,15.001299999999999,13,51,64,0,q1
2031,2011-03-30,2,0,3,11,0,3,1,2,13.940000000000001,16.228199999999998,46.0,16.997899999999998,26,64,90,0,q1
2032,2011-03-30,2,0,3,12,0,3,1,2,13.940000000000001,16.9983,46.0,11.0014,15,65,80,0,q1
2033,2011-03-30,2,0,3,13,0,3,1,2,14.76,17.7735,46.0,15.001299999999999,14,84,98,0,q1
2034,2011-03-30,2,0,3,14,0,3,1,2,14.76,16.9983,46.0,19.999499999999998,16,64,80,0,q1
2035,2011-03-30,2,0,3,15,0,3,1,3,11.48,13.137599999999999,81.0,19.999499999999998,14,56,70,0,q1
2036,2011-03-30,2,0,3,16,0,3,1,3,11.48,13.9077,87.0,16.997899999999998,0,36,36,0,q1
2037,2011-03-30,2,0,3,17,0,3,1,3,10.66,13.9077,93.0,7.0015,11,105,116,0,q1
2038,2011-03-30,2,0,3,18,0,3,1,2,10.66,13.137599999999999,93.0,15.001299999999999,6,79,85,0,q1
2039,2011-03-30,2,0,3,19,0,3,1,2,10.66,13.137599999999999,93.0,15.001299999999999,5,67,72,0,q1
2040,2011-03-30,2,0,3,20,0,3,1,3,9.84,10.8171,93.0,19.999499999999998,4,40,44,0,q1
2041,2011-03-30,2,0,3,21,0,3,1,2,9.84,11.5923,93.0,16.997899999999998,0,27,27,0,q1
2042,2011-03-30,2,0,3,22,0,3,1,3,9.84,11.5923,93.0,15.001299999999999,3,21,24,0,q1
2043,2011-03-30,2,0,3,23,0,3,1,3,9.84,10.8171,93.0,19.0012,1,11,12,0,q1
2044,2011-03-31,2,0,3,0,0,4,1,3,9.84,11.5923,93.0,15.001299999999999,0,3,3,0,q1
2045,2011-03-31,2,0,3,1,0,4,1,3,9.84,11.5923,93.0,12.998000000000001,1,4,5,0,q1
2046,2011-03-31,2,0,3,2,0,4,1,3,9.84,11.5923,93.0,12.998000000000001,0,5,5,0,q1
2047,2011-03-31,2,0,3,3,0,4,1,3,9.84,11.5923,93.0,15.001299999999999,0,1,1,0,q1
2048,2011-03-31,2,0,3,4,0,4,1,3,9.84,11.5923,93.0,16.997899999999998,0,2,2,0,q1
2049,2011-03-31,2,0,3,5,0,4,1,3,9.84,11.5923,93.0,15.001299999999999,0,8,8,0,q1
2050,2011-03-31,2,0,3,6,0,4,1,3,9.84,10.8171,93.0,19.999499999999998,2,34,36,0,q1
2051,2011-03-31,2,0,3,7,0,4,1,3,9.84,11.5923,93.0,16.997899999999998,5,87,92,0,q1
2052,2011-03-31,2,0,3,8,0,4,1,2,9.84,11.5923,100.0,16.997899999999998,7,185,192,0,q1
2053,2011-03-31,2,0,3,9,0,4,1,3,10.66,12.362400000000001,93.0,16.997899999999998,6,126,132,0,q1
2054,2011-03-31,2,0,3,10,0,4,1,3,10.66,12.362400000000001,93.0,16.997899999999998,15,54,69,0,q1
2055,2011-03-31,2,0,3,11,0,4,1,3,11.48,13.9077,93.0,12.998000000000001,6,52,58,0,q1
2056,2011-03-31,2,0,3,12,0,4,1,3,11.48,13.9077,93.0,12.998000000000001,17,73,90,0,q1
2057,2011-03-31,2,0,3,13,0,4,1,3,12.299999999999999,15.453,87.0,8.9981,13,55,68,0,q1
2058,2011-03-31,2,0,3,14,0,4,1,3,12.299999999999999,15.453,87.0,8.9981,27,49,76,0,q1
2059,2011-03-31,2,0,3,15,0,4,1,3,12.299999999999999,13.9077,87.0,19.999499999999998,4,61,65,0,q1
2060,2011-03-31,2,0,3,16,0,4,1,2,12.299999999999999,14.6829,87.0,16.997899999999998,13,72,85,0,q1
2061,2011-03-31,2,0,3,17,0,4,1,2,12.299999999999999,14.6829,87.0,16.997899999999998,15,153,168,0,q1
2062,2011-03-31,2,0,3,18,0,4,1,2,12.299999999999999,15.453,87.0,8.9981,12,165,177,0,q1
2063,2011-03-31,2,0,3,19,0,4,1,2,12.299999999999999,15.453,87.0,8.9981,12,118,130,0,q1
2064,2011-03-31,2,0,3,20,0,4,1,3,11.48,13.137599999999999,93.0,19.0012,6,79,85,0,q1
2065,2011-03-31,2,0,3,21,0,4,1,2,11.48,13.9077,93.0,11.0014,7,53,60,0,q1
2066,2011-03-31,2,0,3,22,0,4,1,3,11.48,13.9077,93.0,16.997899999999998,7,44,51,0,q1
2067,2011-03-31,2,0,3,23,0,4,1,3,10.66,13.137599999999999,100.0,11.0014,4,23,27,0,q1
2068,2011-04-01,2,0,4,0,0,5,1,3,10.66,13.137599999999999,100.0,11.0014,0,6,6,0,q2
2069,2011-04-01,2,0,4,1,0,5,1,3,10.66,13.137599999999999,100.0,11.0014,0,4,4,0,q2
2070,2011-04-01,2,0,4,2,0,5,1,3,10.66,13.137599999999999,93.0,12.998000000000001,0,7,7,0,q2
2071,2011-04-01,2,0,4,3,0,5,1,2,9.84,11.5923,93.0,16.997899999999998,0,4,4,0,q2
2072,2011-04-01,2,0,4,4,0,5,1,2,9.84,11.5923,93.0,16.997899999999998,0,3,3,0,q2
2073,2011-04-01,2,0,4,5,0,5,1,3,9.84,11.5923,93.0,15.001299999999999,1,11,12,0,q2
2074,2011-04-01,2,0,4,6,0,5,1,3,9.84,11.5923,93.0,15.001299999999999,2,26,28,0,q2
2075,2011-04-01,2,0,4,7,0,5,1,3,9.84,12.362400000000001,93.0,0.0,4,91,95,0,q2
2076,2011-04-01,2,0,4,8,0,5,1,2,10.66,12.362400000000001,87.0,16.997899999999998,8,198,206,0,q2
2077,2011-04-01,2,0,4,9,0,5,1,1,13.120000000000001,14.6829,70.0,23.9994,11,162,173,0,q2
2078,2011-04-01,2,0,4,10,0,5,1,1,13.120000000000001,15.453,66.0,19.0012,12,63,75,0,q2
2079,2011-04-01,2,0,4,11,0,5,1,1,13.120000000000001,14.6829,61.0,23.9994,17,72,89,0,q2
2080,2011-04-01,2,0,4,12,0,5,1,1,13.940000000000001,15.453,53.0,23.9994,15,80,95,0,q2
2081,2011-04-01,2,0,4,13,0,5,1,1,14.76,16.9983,50.0,23.9994,18,92,110,0,q2
2082,2011-04-01,2,0,4,14,0,5,1,2,14.76,16.9983,46.0,23.9994,26,61,87,0,q2
2083,2011-04-01,2,0,4,15,0,5,1,1,13.940000000000001,15.453,46.0,27.999299999999998,30,81,111,0,q2
2084,2011-04-01,2,0,4,16,0,5,1,1,13.940000000000001,15.453,46.0,27.999299999999998,42,125,167,0,q2
2085,2011-04-01,2,0,4,17,0,5,1,1,13.940000000000001,15.453,46.0,22.0028,36,245,281,0,q2
2086,2011-04-01,2,0,4,18,0,5,1,1,13.940000000000001,15.453,46.0,22.0028,36,205,241,0,q2
2087,2011-04-01,2,0,4,19,0,5,1,1,13.940000000000001,15.453,49.0,22.0028,16,120,136,0,q2
2088,2011-04-01,2,0,4,20,0,5,1,1,13.120000000000001,16.228199999999998,53.0,12.998000000000001,2,75,77,0,q2
2089,2011-04-01,2,0,4,21,0,5,1,1,13.120000000000001,16.9983,53.0,8.9981,9,84,93,0,q2
2090,2011-04-01,2,0,4,22,0,5,1,1,12.299999999999999,15.453,56.00000000000001,11.0014,10,64,74,0,q2
2091,2011-04-01,2,0,4,23,0,5,1,1,12.299999999999999,16.228199999999998,61.0,6.0032,12,41,53,0,q2
2092,2011-04-02,2,0,4,0,0,6,0,2,12.299999999999999,16.9983,61.0,0.0,3,29,32,0,q2
2093,2011-04-02,2,0,4,1,0,6,0,1,10.66,13.9077,65.0,8.9981,4,28,32,0,q2
2094,2011-04-02,2,0,4,2,0,6,0,1,9.84,12.362400000000001,75.0,8.9981,1,20,21,0,q2
2095,2011-04-02,2,0,4,3,0,6,0,1,9.84,12.362400000000001,70.0,11.0014,1,8,9,0,q2
2096,2011-04-02,2,0,4,4,0,6,0,1,9.84,12.362400000000001,70.0,11.0014,0,5,5,0,q2
2097,2011-04-02,2,0,4,5,0,6,0,2,9.84,12.362400000000001,75.0,11.0014,1,4,5,0,q2
2098,2011-04-02,2,0,4,6,0,6,0,1,10.66,13.9077,70.0,7.0015,5,7,12,0,q2
2099,2011-04-02,2,0,4,7,0,6,0,2,10.66,13.9077,70.0,7.0015,2,16,18,0,q2
2100,2011-04-02,2,0,4,8,0,6,0,1,12.299999999999999,16.228199999999998,70.0,7.0015,10,45,55,0,q2
2101,2011-04-02,2,0,4,9,0,6,0,2,13.940000000000001,17.7735,66.0,7.0015,22,65,87,0,q2
2102,2011-04-02,2,0,4,10,0,6,0,2,14.76,17.7735,56.99999999999999,11.0014,41,113,154,0,q2
2103,2011-04-02,2,0,4,11,0,6,0,2,16.400000000000002,20.8641,47.0,11.0014,72,126,198,0,q2
2104,2011-04-02,2,0,4,12,0,6,0,3,13.120000000000001,16.9983,81.0,8.9981,84,100,184,0,q2
2105,2011-04-02,2,0,4,13,0,6,0,1,13.940000000000001,16.9983,81.0,8.9981,56,81,137,0,q2
2106,2011-04-02,2,0,4,14,0,6,0,3,13.120000000000001,15.453,76.0,22.0028,97,93,190,0,q2
2107,2011-04-02,2,0,4,15,0,6,0,3,13.940000000000001,15.453,76.0,26.0027,72,64,136,0,q2
2108,2011-04-02,2,0,4,16,0,6,0,1,15.58,20.0889,62.0,22.0028,111,85,196,0,q2
2109,2011-04-02,2,0,4,17,0,6,0,1,15.58,20.0889,54.0,23.9994,89,95,184,0,q2
2110,2011-04-02,2,0,4,18,0,6,0,1,15.58,20.0889,54.0,12.998000000000001,69,110,179,0,q2
2111,2011-04-02,2,0,4,19,0,6,0,1,14.76,16.9983,53.0,23.9994,71,77,148,0,q2
2112,2011-04-02,2,0,4,20,0,6,0,1,13.940000000000001,16.228199999999998,53.0,19.0012,29,56,85,0,q2
2113,2011-04-02,2,0,4,21,0,6,0,1,13.120000000000001,15.453,61.0,16.997899999999998,24,53,77,0,q2
2114,2011-04-02,2,0,4,22,0,6,0,1,13.120000000000001,15.453,61.0,19.999499999999998,14,41,55,0,q2
2115,2011-04-02,2,0,4,23,0,6,0,1,13.120000000000001,16.228199999999998,61.0,11.0014,20,33,53,0,q2
2116,2011-04-03,2,0,4,0,0,0,0,1,12.299999999999999,14.6829,65.0,12.998000000000001,8,31,39,0,q2
2117,2011-04-03,2,0,4,1,0,0,0,1,12.299999999999999,16.228199999999998,61.0,7.0015,8,26,34,0,q2
2118,2011-04-03,2,0,4,2,0,0,0,1,10.66,13.9077,70.0,8.9981,5,19,24,0,q2
2119,2011-04-03,2,0,4,3,0,0,0,1,12.299999999999999,16.9983,61.0,0.0,3,8,11,0,q2
2120,2011-04-03,2,0,4,4,0,0,0,1,11.48,15.453,70.0,6.0032,3,0,3,0,q2
2121,2011-04-03,2,0,4,5,0,0,0,1,11.48,13.9077,65.0,15.001299999999999,1,4,5,0,q2
2122,2011-04-03,2,0,4,6,0,0,0,1,11.48,13.9077,65.0,12.998000000000001,10,23,33,0,q2
2123,2011-04-03,2,0,4,7,0,0,0,1,13.120000000000001,15.453,56.99999999999999,15.001299999999999,13,20,33,0,q2
2124,2011-04-03,2,0,4,8,0,0,0,1,13.940000000000001,16.9983,56.99999999999999,11.0014,18,44,62,0,q2
2125,2011-04-03,2,0,4,9,0,0,0,1,14.76,16.228199999999998,50.0,32.9975,68,74,142,0,q2
2126,2011-04-03,2,0,4,10,0,0,0,1,16.400000000000002,20.8641,43.0,27.999299999999998,111,104,215,0,q2
2127,2011-04-03,2,0,4,11,0,0,0,1,17.22,21.6342,41.0,16.997899999999998,139,104,243,0,q2
2128,2011-04-03,2,0,4,12,0,0,0,1,18.04,22.4094,38.0,19.0012,166,147,313,0,q2
2129,2011-04-03,2,0,4,13,0,0,0,1,18.04,22.4094,33.0,19.999499999999998,219,148,367,0,q2
2130,2011-04-03,2,0,4,14,0,0,0,1,18.86,23.1795,31.0,8.9981,240,109,349,0,q2
2131,2011-04-03,2,0,4,15,0,0,0,2,18.86,23.1795,33.0,0.0,174,118,292,0,q2
2132,2011-04-03,2,0,4,16,0,0,0,2,18.86,23.1795,31.0,12.998000000000001,147,156,303,0,q2
2133,2011-04-03,2,0,4,17,0,0,0,2,18.86,23.1795,28.000000000000004,8.9981,148,126,274,0,q2
2134,2011-04-03,2,0,4,18,0,0,0,2,18.86,23.1795,31.0,0.0,71,101,172,0,q2
2135,2011-04-03,2,0,4,19,0,0,0,2,17.22,21.6342,44.0,12.998000000000001,51,93,144,0,q2
2136,2011-04-03,2,0,4,20,0,0,0,3,17.22,21.6342,41.0,15.001299999999999,24,55,79,0,q2
2137,2011-04-03,2,0,4,21,0,0,0,2,17.22,21.6342,44.0,15.001299999999999,8,37,45,0,q2
2138,2011-04-03,2,0,4,22,0,0,0,1,16.400000000000002,20.8641,43.0,7.0015,7,29,36,0,q2
2139,2011-04-03,2,0,4,23,0,0,0,1,16.400000000000002,20.8641,50.0,6.0032,9,22,31,0,q2
2140,2011-04-04,2,0,4,0,0,1,1,1,16.400000000000002,20.8641,50.0,15.001299999999999,1,5,6,0,q2
2141,2011-04-04,2,0,4,1,0,1,1,1,16.400000000000002,20.8641,56.00000000000001,23.9994,7,4,11,0,q2
2142,2011-04-04,2,0,4,2,0,1,1,1,15.58,20.0889,66.0,16.997899999999998,1,1,2,0,q2
2143,2011-04-04,2,0,4,3,0,1,1,1,15.58,20.0889,66.0,19.0012,1,0,1,0,q2
2144,2011-04-04,2,0,4,4,0,1,1,1,15.58,20.0889,71.0,19.999499999999998,1,1,2,0,q2
2145,2011-04-04,2,0,4,5,0,1,1,1,16.400000000000002,20.8641,62.0,16.997899999999998,0,7,7,0,q2
2146,2011-04-04,2,0,4,6,0,1,1,1,17.22,21.6342,57.99999999999999,19.0012,3,43,46,0,q2
2147,2011-04-04,2,0,4,7,0,1,1,2,18.04,22.4094,54.0,16.997899999999998,7,150,157,0,q2
2148,2011-04-04,2,0,4,8,0,1,1,2,18.86,23.1795,55.00000000000001,19.999499999999998,31,308,339,0,q2
2149,2011-04-04,2,0,4,9,0,1,1,2,20.5,24.724800000000002,51.0,26.0027,24,134,158,0,q2
2150,2011-04-04,2,0,4,10,0,1,1,2,22.14,26.275199999999998,45.0,23.9994,35,55,90,0,q2
2151,2011-04-04,2,0,4,11,0,1,1,1,24.599999999999998,31.681199999999997,40.0,26.0027,58,66,124,0,q2
2152,2011-04-04,2,0,4,12,0,1,1,1,26.240000000000002,31.681199999999997,36.0,31.0009,59,98,157,0,q2
2153,2011-04-04,2,0,4,13,0,1,1,1,27.880000000000003,32.456399999999995,34.0,22.0028,47,92,139,0,q2
2154,2011-04-04,2,0,4,14,0,1,1,2,30.34,33.2265,27.0,32.9975,47,76,123,0,q2
2155,2011-04-04,2,0,4,15,0,1,1,1,31.16,34.0017,23.0,36.9974,47,96,143,0,q2
2156,2011-04-04,2,0,4,16,0,1,1,1,31.16,33.2265,22.0,35.0008,59,130,189,0,q2
2157,2011-04-04,2,0,4,17,0,1,1,1,30.34,33.2265,23.0,40.9973,83,283,366,0,q2
2158,2011-04-04,2,0,4,18,0,1,1,2,29.52,32.456399999999995,23.0,32.9975,78,308,386,0,q2
2159,2011-04-04,2,0,4,19,0,1,1,1,28.7,32.456399999999995,24.0,31.0009,51,227,278,0,q2
2160,2011-04-04,2,0,4,20,0,1,1,2,28.7,32.456399999999995,24.0,36.9974,40,133,173,0,q2
2161,2011-04-04,2,0,4,21,0,1,1,2,28.7,32.456399999999995,30.0,30.002599999999997,19,76,95,0,q2
2162,2011-04-04,2,0,4,22,0,1,1,2,27.880000000000003,32.456399999999995,36.0,31.0009,17,58,75,0,q2
2163,2011-04-04,2,0,4,23,0,1,1,2,26.240000000000002,31.681199999999997,47.0,15.001299999999999,18,30,48,0,q2
2164,2011-04-05,2,0,4,0,0,2,1,1,25.419999999999998,31.681199999999997,50.0,7.0015,10,12,22,0,q2
2165,2011-04-05,2,0,4,1,0,2,1,3,25.419999999999998,31.681199999999997,56.99999999999999,27.999299999999998,10,5,15,0,q2
2166,2011-04-05,2,0,4,2,0,2,1,2,22.14,26.275199999999998,73.0,22.0028,0,5,5,0,q2
2167,2011-04-05,2,0,4,3,0,2,1,2,22.14,26.275199999999998,73.0,22.0028,1,3,4,0,q2
2168,2011-04-05,2,0,4,4,0,2,1,3,20.5,24.724800000000002,88.0,32.9975,0,2,2,0,q2
2169,2011-04-05,2,0,4,5,0,2,1,3,18.86,23.1795,94.0,19.999499999999998,0,5,5,0,q2
2170,2011-04-05,2,0,4,6,0,2,1,2,19.68,23.9547,88.0,22.0028,2,36,38,0,q2
2171,2011-04-05,2,0,4,7,0,2,1,2,19.68,23.9547,88.0,22.0028,10,124,134,0,q2
2172,2011-04-05,2,0,4,8,0,2,1,3,15.58,20.0889,87.0,39.000699999999995,9,148,157,0,q2
2173,2011-04-05,2,0,4,9,0,2,1,3,14.76,16.228199999999998,87.0,32.9975,2,44,46,0,q2
2174,2011-04-05,2,0,4,10,0,2,1,3,13.940000000000001,15.453,81.0,26.0027,3,25,28,0,q2
2175,2011-04-05,2,0,4,11,0,2,1,3,13.120000000000001,14.6829,81.0,30.002599999999997,1,18,19,0,q2
2176,2011-04-05,2,0,4,12,0,2,1,2,13.940000000000001,15.453,71.0,26.0027,6,32,38,0,q2
2177,2011-04-05,2,0,4,13,0,2,1,2,14.76,16.9983,63.0,27.999299999999998,5,51,56,0,q2
2178,2011-04-05,2,0,4,14,0,2,1,2,14.76,16.228199999999998,56.99999999999999,32.9975,9,67,76,0,q2
2179,2011-04-05,2,0,4,15,0,2,1,1,16.400000000000002,20.8641,46.0,31.0009,6,62,68,0,q2
2180,2011-04-05,2,0,4,16,0,2,1,1,15.58,20.0889,46.0,27.999299999999998,17,113,130,0,q2
2181,2011-04-05,2,0,4,17,0,2,1,1,17.22,21.6342,38.0,27.999299999999998,27,246,273,0,q2
2182,2011-04-05,2,0,4,18,0,2,1,1,15.58,20.0889,40.0,32.9975,19,248,267,0,q2
2183,2011-04-05,2,0,4,19,0,2,1,1,14.76,16.9983,43.0,19.999499999999998,12,148,160,0,q2
2184,2011-04-05,2,0,4,20,0,2,1,1,13.940000000000001,16.228199999999998,46.0,19.0012,4,87,91,0,q2
2185,2011-04-05,2,0,4,21,0,2,1,1,13.940000000000001,14.6829,46.0,35.0008,8,81,89,0,q2
2186,2011-04-05,2,0,4,22,0,2,1,1,13.120000000000001,15.453,49.0,19.999499999999998,3,43,46,0,q2
2187,2011-04-05,2,0,4,23,0,2,1,1,12.299999999999999,14.6829,49.0,19.0012,3,23,26,0,q2
2188,2011-04-06,2,0,4,0,0,3,1,1,12.299999999999999,16.228199999999998,49.0,7.0015,0,15,15,0,q2
2189,2011-04-06,2,0,4,1,0,3,1,1,10.66,13.9077,60.0,8.9981,0,2,2,0,q2
2190,2011-04-06,2,0,4,2,0,3,1,1,9.84,12.362400000000001,70.0,8.9981,0,5,5,0,q2
2191,2011-04-06,2,0,4,3,0,3,1,1,10.66,13.9077,60.0,8.9981,0,4,4,0,q2
2192,2011-04-06,2,0,4,4,0,3,1,1,9.84,12.362400000000001,65.0,8.9981,0,1,1,0,q2
2193,2011-04-06,2,0,4,5,0,3,1,1,9.84,13.137599999999999,70.0,7.0015,1,12,13,0,q2
2194,2011-04-06,2,0,4,6,0,3,1,1,9.84,13.137599999999999,70.0,7.0015,4,52,56,0,q2
2195,2011-04-06,2,0,4,7,0,3,1,1,10.66,13.9077,65.0,7.0015,3,130,133,0,q2
2196,2011-04-06,2,0,4,8,0,3,1,1,13.120000000000001,15.453,61.0,15.001299999999999,17,308,325,0,q2
2197,2011-04-06,2,0,4,9,0,3,1,1,14.76,16.9983,46.0,16.997899999999998,8,157,165,0,q2
2198,2011-04-06,2,0,4,10,0,3,1,1,16.400000000000002,20.8641,37.0,26.0027,21,48,69,0,q2
2199,2011-04-06,2,0,4,11,0,3,1,1,17.22,21.6342,38.0,26.0027,23,70,93,0,q2
2200,2011-04-06,2,0,4,12,0,3,1,1,18.04,22.4094,41.0,16.997899999999998,22,112,134,0,q2
2201,2011-04-06,2,0,4,13,0,3,1,1,18.86,23.1795,38.0,32.9975,29,83,112,0,q2
2202,2011-04-06,2,0,4,14,0,3,1,1,20.5,24.724800000000002,34.0,27.999299999999998,35,80,115,0,q2
2203,2011-04-06,2,0,4,15,0,3,1,1,21.32,25.5,32.0,22.0028,34,83,117,0,q2
2204,2011-04-06,2,0,4,16,0,3,1,1,22.14,26.275199999999998,28.000000000000004,27.999299999999998,27,142,169,0,q2
2205,2011-04-06,2,0,4,17,0,3,1,1,21.32,25.5,32.0,30.002599999999997,53,303,356,0,q2
2206,2011-04-06,2,0,4,18,0,3,1,1,21.32,25.5,28.999999999999996,23.9994,43,282,325,0,q2
2207,2011-04-06,2,0,4,19,0,3,1,1,20.5,24.724800000000002,31.0,19.999499999999998,36,196,232,0,q2
2208,2011-04-06,2,0,4,20,0,3,1,1,18.86,23.1795,51.0,15.001299999999999,15,126,141,0,q2
2209,2011-04-06,2,0,4,21,0,3,1,1,18.86,23.1795,41.0,19.0012,18,84,102,0,q2
2210,2011-04-06,2,0,4,22,0,3,1,1,18.86,23.1795,41.0,19.0012,13,71,84,0,q2
2211,2011-04-06,2,0,4,23,0,3,1,1,18.86,23.1795,41.0,19.999499999999998,11,29,40,0,q2
2212,2011-04-07,2,0,4,0,0,4,1,1,18.86,23.1795,41.0,19.0012,5,15,20,0,q2
2213,2011-04-07,2,0,4,1,0,4,1,1,17.22,21.6342,47.0,8.9981,2,11,13,0,q2
2214,2011-04-07,2,0,4,2,0,4,1,1,17.22,21.6342,54.0,0.0,0,7,7,0,q2
2215,2011-04-07,2,0,4,3,0,4,1,1,14.76,17.7735,66.0,12.998000000000001,0,3,3,0,q2
2216,2011-04-07,2,0,4,4,0,4,1,1,13.940000000000001,16.9983,76.0,12.998000000000001,0,1,1,0,q2
2217,2011-04-07,2,0,4,5,0,4,1,1,13.940000000000001,16.228199999999998,76.0,15.001299999999999,0,6,6,0,q2
2218,2011-04-07,2,0,4,6,0,4,1,1,13.120000000000001,15.453,81.0,16.997899999999998,5,59,64,0,q2
2219,2011-04-07,2,0,4,7,0,4,1,2,13.940000000000001,16.9983,76.0,11.0014,8,152,160,0,q2
2220,2011-04-07,2,0,4,8,0,4,1,1,14.76,17.7735,76.0,12.998000000000001,23,291,314,0,q2
2221,2011-04-07,2,0,4,9,0,4,1,2,16.400000000000002,20.8641,66.0,8.9981,15,155,170,0,q2
2222,2011-04-07,2,0,4,10,0,4,1,2,17.22,21.6342,67.0,7.0015,29,66,95,0,q2
2223,2011-04-07,2,0,4,11,0,4,1,2,18.86,23.1795,55.00000000000001,0.0,36,86,122,0,q2
2224,2011-04-07,2,0,4,12,0,4,1,2,18.86,23.1795,55.00000000000001,0.0,39,114,153,0,q2
2225,2011-04-07,2,0,4,13,0,4,1,2,21.32,25.5,48.0,6.0032,36,99,135,0,q2
2226,2011-04-07,2,0,4,14,0,4,1,1,22.96,27.0453,43.0,6.0032,46,111,157,0,q2
2227,2011-04-07,2,0,4,15,0,4,1,1,24.599999999999998,31.681199999999997,38.0,7.0015,27,133,160,0,q2
2228,2011-04-07,2,0,4,16,0,4,1,1,24.599999999999998,31.681199999999997,35.0,0.0,52,161,213,0,q2
2229,2011-04-07,2,0,4,17,0,4,1,1,21.32,25.5,52.0,19.0012,63,280,343,0,q2
2230,2011-04-07,2,0,4,18,0,4,1,1,19.68,23.9547,55.00000000000001,16.997899999999998,68,265,333,0,q2
2231,2011-04-07,2,0,4,19,0,4,1,1,18.86,23.1795,59.0,19.999499999999998,34,192,226,0,q2
2232,2011-04-07,2,0,4,20,0,4,1,1,18.04,22.4094,62.0,11.0014,37,166,203,0,q2
2233,2011-04-07,2,0,4,21,0,4,1,2,18.04,22.4094,67.0,19.0012,19,89,108,0,q2
2234,2011-04-07,2,0,4,22,0,4,1,2,16.400000000000002,20.8641,76.0,12.998000000000001,18,63,81,0,q2
2235,2011-04-07,2,0,4,23,0,4,1,1,15.58,20.0889,76.0,16.997899999999998,9,45,54,0,q2
2236,2011-04-08,2,0,4,0,0,5,1,2,14.76,17.7735,76.0,15.001299999999999,4,21,25,0,q2
2237,2011-04-08,2,0,4,1,0,5,1,2,13.940000000000001,16.9983,76.0,8.9981,3,6,9,0,q2
2238,2011-04-08,2,0,4,2,0,5,1,3,13.940000000000001,16.9983,76.0,11.0014,3,10,13,0,q2
2239,2011-04-08,2,0,4,3,0,5,1,3,13.940000000000001,16.9983,76.0,11.0014,0,1,1,0,q2
2240,2011-04-08,2,0,4,4,0,5,1,2,13.940000000000001,16.9983,86.0,8.9981,0,1,1,0,q2
2241,2011-04-08,2,0,4,5,0,5,1,2,13.120000000000001,16.228199999999998,87.0,12.998000000000001,1,8,9,0,q2
2242,2011-04-08,2,0,4,6,0,5,1,2,13.940000000000001,18.543599999999998,87.0,0.0,2,33,35,0,q2
2243,2011-04-08,2,0,4,7,0,5,1,3,13.940000000000001,16.9983,87.0,11.0014,4,109,113,0,q2
2244,2011-04-08,2,0,4,8,0,5,1,3,13.940000000000001,16.9983,87.0,11.0014,13,208,221,0,q2
2245,2011-04-08,2,0,4,9,0,5,1,2,14.76,17.7735,76.0,12.998000000000001,17,168,185,0,q2
2246,2011-04-08,2,0,4,10,0,5,1,2,14.76,16.9983,71.0,19.0012,10,63,73,0,q2
2247,2011-04-08,2,0,4,11,0,5,1,2,16.400000000000002,20.8641,62.0,26.0027,19,79,98,0,q2
2248,2011-04-08,2,0,4,12,0,5,1,3,15.58,20.0889,66.0,15.001299999999999,29,51,80,0,q2
2249,2011-04-08,2,0,4,13,0,5,1,3,14.76,16.9983,76.0,19.0012,7,35,42,0,q2
2250,2011-04-08,2,0,4,14,0,5,1,3,13.940000000000001,16.228199999999998,87.0,15.001299999999999,2,13,15,0,q2
2251,2011-04-08,2,0,4,15,0,5,1,3,13.940000000000001,16.228199999999998,87.0,15.001299999999999,1,24,25,0,q2
2252,2011-04-08,2,0,4,16,0,5,1,2,13.120000000000001,15.453,93.0,16.997899999999998,2,58,60,0,q2
2253,2011-04-08,2,0,4,17,0,5,1,3,13.120000000000001,15.453,93.0,16.997899999999998,10,138,148,0,q2
2254,2011-04-08,2,0,4,18,0,5,1,3,13.120000000000001,15.453,93.0,16.997899999999998,8,54,62,0,q2
2255,2011-04-08,2,0,4,19,0,5,1,3,12.299999999999999,13.9077,93.0,27.999299999999998,1,52,53,0,q2
2256,2011-04-08,2,0,4,20,0,5,1,2,12.299999999999999,13.9077,93.0,22.0028,12,51,63,0,q2
2257,2011-04-08,2,0,4,21,0,5,1,2,12.299999999999999,14.6829,93.0,16.997899999999998,11,43,54,0,q2
2258,2011-04-08,2,0,4,22,0,5,1,2,12.299999999999999,13.9077,93.0,19.999499999999998,9,42,51,0,q2
2259,2011-04-08,2,0,4,23,0,5,1,2,12.299999999999999,14.6829,93.0,15.001299999999999,4,31,35,0,q2
2260,2011-04-09,2,0,4,0,0,6,0,2,12.299999999999999,14.6829,87.0,15.001299999999999,5,26,31,0,q2
2261,2011-04-09,2,0,4,1,0,6,0,2,12.299999999999999,15.453,87.0,8.9981,3,17,20,0,q2
2262,2011-04-09,2,0,4,2,0,6,0,2,13.120000000000001,15.453,87.0,15.001299999999999,2,15,17,0,q2
2263,2011-04-09,2,0,4,3,0,6,0,3,12.299999999999999,14.6829,100.0,16.997899999999998,3,11,14,0,q2
2264,2011-04-09,2,0,4,4,0,6,0,3,12.299999999999999,13.9077,100.0,16.997899999999998,0,3,3,0,q2
